id,geo_point_2d,intensidad,alcaldia,area_m2,perime_m,intens_num,int2
1740.0,"19.4832274269,-99.1458301825",Muy Alto,Gustavo A. Madero,201347.847712,2275.13284488,100,5
1835.0,"19.4415576413,-99.1865079932",Muy Alto,Miguel Hidalgo,371709.120839,2955.29025137,100,5
1881.0,"19.4551826533,-99.192600848",Muy Alto,Miguel Hidalgo,212301.042151,2115.32126902,100,5
2444.0,"19.2293574078,-99.0580211769",Muy Bajo,Xochimilco,17239684.5963,30745.8265082,0 a 25,1
2347.0,"19.4042179548,-99.2399994364",Muy Bajo,Miguel Hidalgo,563547.698299,6457.3245403,0 a 25,1
2344.0,"19.4404147092,-99.2125572158",Muy Bajo,Miguel Hidalgo,177869.131974,1763.48053619,0 a 25,1
2330.0,"19.4572667205,-99.1520329073",Muy Alto,Cuauhtémoc,327369.075977,2491.06142705,100,5
2452.0,"19.296083082,-99.3279792773",Muy Bajo,Cuajimalpa de Morelos,36808181.2353,57416.9455875,0 a 25,1
2436.0,"19.1517059771,-99.1066497049",Muy Bajo,Milpa Alta,45048973.2905,39473.5566795,0 a 25,1
2391.0,"19.4214988114,-99.2211526569",Muy Bajo,Miguel Hidalgo,360266.594818,3571.66976804,0 a 25,1
2420.0,"19.4271828645,-99.1071474559",Muy Alto,Venustiano Carranza,120998.067242,1745.57024972,100,5
2402.0,"19.4311411615,-99.0929968084",Muy Alto,Venustiano Carranza,223796.255046,1915.92015378,100,5
2355.0,"19.4206029089,-99.2127037093",Muy Bajo,Miguel Hidalgo,323804.276633,3481.72232788,0 a 25,1
2357.0,"19.4125241185,-99.1107963297",Muy Alto,Venustiano Carranza,88968.9111067,1288.48136236,100,5
1937.0,"19.4442984298,-99.1419284279",Muy Alto,Cuauhtémoc,268437.623379,2276.82729913,100,5
1947.0,"19.3663787272,-99.1861925628",Muy Bajo,Benito Juárez,227809.46694,2170.96498062,0 a 25,1
2026.0,"19.4935520756,-99.1010195529",Medio,Gustavo A. Madero,173269.17579,3117.79823083,50 a 72,3
2023.0,"19.5015690905,-99.1393816834",Muy Alto,Gustavo A. Madero,1816326.73473,6034.13934925,100,5
2012.0,"19.4218078077,-99.0890122969",Muy Alto,Venustiano Carranza,172314.139099,1719.50921528,100,5
2011.0,"19.419925163,-99.0856979554",Muy Alto,Venustiano Carranza,174558.743593,1716.25473691,100,5
2004.0,"19.4180688803,-99.1004314828",Muy Alto,Venustiano Carranza,81282.1212091,1132.30906756,100,5
2112.0,"19.4832953384,-99.0912829252",Muy Alto,Gustavo A. Madero,122586.700148,1711.31557743,100,5
2126.0,"19.4734026245,-99.125759476",Muy Alto,Gustavo A. Madero,208833.335434,2542.92200946,100,5
2128.0,"19.3948979977,-99.0604778821",Muy Alto,Iztacalco,298738.463263,2824.14984024,100,5
2129.0,"19.3906425979,-99.0757560174",Muy Alto,Iztacalco,225317.102045,2046.32114665,100,5
2107.0,"19.5101762935,-99.0998092262",Alto,Gustavo A. Madero,122457.297731,1864.36169149,73 a 99,4
2081.0,"19.4476821987,-99.1613288736",Muy Alto,Cuauhtémoc,273315.917244,2194.75768804,100,5
2191.0,"19.5012148983,-99.076717098",Alto,Gustavo A. Madero,273484.193219,2099.5969597,73 a 99,4
2071.0,"19.36055076,-99.1411976763",Alto,Benito Juárez,318568.534497,2398.07342768,73 a 99,4
2196.0,"19.5288663276,-99.1482430559",Muy Alto,Gustavo A. Madero,144211.724086,1764.36021709,100,5
2195.0,"19.5344216254,-99.153431264",Alto,Gustavo A. Madero,732732.813014,3604.1598819,73 a 99,4
2203.0,"19.4988294562,-99.1302504565",Muy Alto,Gustavo A. Madero,329191.218031,3408.67785372,100,5
2194.0,"19.4646007605,-99.1298032513",Muy Alto,Gustavo A. Madero,233869.379602,2149.94794877,100,5
2235.0,"19.3898178331,-99.1007576389",Muy Alto,Iztacalco,113228.7332,1885.28112086,100,5
2247.0,"19.410652307,-99.1404876349",Muy Alto,Cuauhtémoc,192775.88949,1992.99322072,100,5
2218.0,"19.5192607895,-99.1467097579",Muy Alto,Gustavo A. Madero,177886.761441,2015.59756024,100,5
2280.0,"19.4287388625,-99.2071600824",Muy Bajo,Miguel Hidalgo,383543.282261,3187.88215074,0 a 25,1
2296.0,"19.4344801668,-99.1782400336",Muy Alto,Miguel Hidalgo,169001.884436,2276.24710205,100,5
7.0,"19.2398443005,-99.0177256257",Muy Bajo,Xochimilco,53144.7086834,994.116911893,0 a 25,1
16.0,"19.3902216115,-99.1494473798",Muy Alto,Benito Juárez,273083.182025,2199.96794946,100,5
40.0,"19.3861871392,-99.1666193379",Muy Alto,Benito Juárez,354758.280094,2452.99944916,100,5
157.0,"19.3081803017,-99.224893578",Muy Bajo,Tlalpan,221960.261656,2242.25185157,0 a 25,1
364.0,"19.3595443791,-99.0318209872",Muy Alto,Iztapalapa,573620.731193,3075.25416073,100,5
366.0,"19.3280517438,-99.0808115511",Muy Alto,Iztapalapa,77247.483522,1159.63888312,100,5
246.0,"19.3010184192,-99.0186118026",Muy Alto,Tláhuac,800735.649875,5665.6949288,100,5
249.0,"19.3061780961,-99.0473472702",Muy Alto,Tláhuac,133108.028668,1700.98772131,100,5
307.0,"19.3571101502,-99.2294866226",Muy Bajo,Álvaro Obregón,116584.671873,1548.70584936,0 a 25,1
256.0,"19.2864103206,-99.1866063106",Bajo,Tlalpan,185289.458411,2515.81897347,26 a 49,2
168.0,"19.2561786983,-99.0900266098",Muy Alto,Xochimilco,1190487.05737,4927.69730656,100,5
199.0,"19.2285735831,-99.1155366074",Muy Bajo,Xochimilco,66920.0883938,1630.64283326,0 a 25,1
161.0,"19.2805423109,-99.1127835568",Muy Alto,Xochimilco,116137.413924,1509.04785101,100,5
177.0,"19.2854396271,-99.2389330242",Muy Bajo,Tlalpan,283711.219637,2475.52859903,0 a 25,1
233.0,"19.3985420935,-99.1969037868",Muy Bajo,Álvaro Obregón,158422.521707,1880.50522476,0 a 25,1
97.0,"19.3010904856,-99.0960794566",Muy Alto,Xochimilco,3171486.8043,9228.91187152,100,5
103.0,"19.4011587376,-99.1588058018",Muy Alto,Benito Juárez,233161.957085,3035.92999922,100,5
441.0,"19.3177664827,-99.2157312882",Muy Bajo,Álvaro Obregón,1083853.42705,5669.68298189,0 a 25,1
468.0,"19.3058003122,-99.0501391121",Muy Alto,Tláhuac,222300.563026,2559.14103265,100,5
400.0,"19.3602164821,-99.2576278733",Muy Bajo,Álvaro Obregón,229871.069108,2541.08864715,0 a 25,1
420.0,"19.3602078869,-99.176131452",Bajo,Álvaro Obregón,470770.28052,2959.57692696,26 a 49,2
490.0,"19.2999744428,-99.0381860747",Muy Alto,Tláhuac,526483.088967,3062.08554711,100,5
486.0,"19.3071853509,-99.0412257213",Muy Alto,Tláhuac,90651.8590797,1410.71477015,100,5
2001.0,"19.4512463536,-99.135152674",Muy Alto,Cuauhtémoc,28504.0307849,714.103337952,100,5
2002.0,"19.4516351095,-99.1392721452",Muy Alto,Cuauhtémoc,59836.0269398,1195.96255861,100,5
2006.0,"19.3996412915,-99.2288447619",Muy Bajo,Miguel Hidalgo,1449905.59097,7045.68308656,0 a 25,1
2019.0,"19.4168559534,-99.1520694463",Muy Alto,Cuauhtémoc,314454.65345,2394.95206534,100,5
2034.0,"19.4320405602,-99.1263150426",Muy Alto,Cuauhtémoc,162789.626164,1632.2858683,100,5
2059.0,"19.3721108801,-99.172966227",Muy Alto,Benito Juárez,296029.483097,3075.71610958,100,5
2065.0,"19.4064221982,-99.1276422222",Alto,Cuauhtémoc,166155.140079,1807.25969673,73 a 99,4
2097.0,"19.4909136918,-99.069169047",Alto,Gustavo A. Madero,169653.739219,1913.14610751,73 a 99,4
2100.0,"19.3997702867,-99.0961423668",Muy Alto,Iztacalco,307449.565219,2285.29222978,100,5
2135.0,"19.5521332497,-99.1446722135",Muy Bajo,Gustavo A. Madero,530308.142279,3061.60449449,0 a 25,1
2142.0,"19.4800891353,-99.0805760495",Muy Alto,Gustavo A. Madero,302067.622651,2307.51370782,100,5
2173.0,"19.4018389703,-99.1276741672",Muy Alto,Iztacalco,252916.577023,2440.07576582,100,5
2187.0,"19.4891709164,-99.0845950529",Muy Alto,Gustavo A. Madero,114429.960199,1468.81677265,100,5
2201.0,"19.4970179627,-99.0796939984",Muy Alto,Gustavo A. Madero,302450.118081,2391.34126081,100,5
2205.0,"19.4876212616,-99.0718064442",Muy Alto,Gustavo A. Madero,233159.676063,1906.39361055,100,5
2217.0,"19.5273795132,-99.1722110926",Alto,Gustavo A. Madero,402781.491389,3751.45409523,73 a 99,4
2224.0,"19.3840715196,-99.1323845319",Muy Alto,Iztacalco,165907.575411,1968.59707009,100,5
2225.0,"19.413624041,-99.1622072894",Muy Alto,Cuauhtémoc,274051.529114,2599.59577042,100,5
2229.0,"19.4375692622,-99.1513671431",Muy Alto,Cuauhtémoc,174424.230488,1757.7302953,100,5
2264.0,"19.4127455323,-99.1796233284",Muy Alto,Cuauhtémoc,164802.107612,1680.44890203,100,5
2274.0,"19.4525560103,-99.182276874",Muy Alto,Miguel Hidalgo,398834.261832,3253.01671203,100,5
2275.0,"19.434658561,-99.2054966655",Muy Bajo,Miguel Hidalgo,507202.920388,3838.24462001,0 a 25,1
2284.0,"19.4520367364,-99.1966355111",Muy Alto,Miguel Hidalgo,258128.254478,2176.4108861,100,5
2285.0,"19.4464982129,-99.1869069577",Muy Alto,Miguel Hidalgo,417982.3831,3132.72432844,100,5
2308.0,"19.4423786363,-99.1090647105",Muy Alto,Venustiano Carranza,90847.8381625,1379.7988276,100,5
2310.0,"19.4112939989,-99.0886656159",Muy Alto,Venustiano Carranza,208884.977044,2096.61187607,100,5
2314.0,"19.4368912098,-99.0842215729",Muy Alto,Venustiano Carranza,152044.056629,1829.36075611,100,5
2316.0,"19.4381081155,-99.0902763239",Muy Alto,Venustiano Carranza,250819.257801,2279.27261687,100,5
2318.0,"19.4009818575,-99.1798165026",Muy Alto,Miguel Hidalgo,334458.993453,2826.5146095,100,5
2322.0,"19.4402577834,-99.0830077534",Alto,Venustiano Carranza,243955.63617,2047.51384308,73 a 99,4
2329.0,"19.4518744798,-99.1611404287",Muy Alto,Cuauhtémoc,368623.575217,2763.45550628,100,5
2341.0,"19.438460216,-99.2225305513",Muy Bajo,Miguel Hidalgo,847741.940407,4190.82235396,0 a 25,1
2380.0,"19.4124646557,-99.0941487695",Muy Alto,Venustiano Carranza,137108.373382,2615.99263323,100,5
2381.0,"19.4178226964,-99.1191343992",Muy Alto,Venustiano Carranza,92489.3684689,1276.8269934,100,5
2387.0,"19.4449232751,-99.2162910372",Muy Bajo,Miguel Hidalgo,298078.286503,3125.54414564,0 a 25,1
2408.0,"19.4092891875,-99.2231411642",Muy Bajo,Miguel Hidalgo,571787.337484,3901.48976894,0 a 25,1
2416.0,"19.4494968283,-99.2025478203",Alto,Miguel Hidalgo,64305.2381182,1157.11002927,73 a 99,4
2418.0,"19.4099301463,-99.1120780391",Muy Alto,Venustiano Carranza,77784.7165126,1158.0715666,100,5
2421.0,"19.4371770337,-99.0995057451",Muy Alto,Venustiano Carranza,377072.856442,3868.14833038,100,5
2433.0,"19.1393471209,-99.019022185",Muy Bajo,Milpa Alta,163864401.434,114195.715371,0 a 25,1
2443.0,"19.2280119298,-99.1378371774",Muy Bajo,Xochimilco,6121810.16441,19328.2367403,0 a 25,1
2446.0,"19.2752650593,-99.0715741951",Medio,Xochimilco,17367027.0403,22945.8034658,50 a 72,3
1327.0,"19.3554183095,-99.1652569171",Medio,Coyoacán,260313.427701,2274.19907783,50 a 72,3
1340.0,"19.5049189603,-99.1564803635",Alto,Gustavo A. Madero,105629.092627,1329.92014683,73 a 99,4
1348.0,"19.3225273992,-99.1579829321",Muy Bajo,Coyoacán,443083.611958,3031.65786169,0 a 25,1
1357.0,"19.4883501834,-99.2048772477",Muy Alto,Azcapotzalco,265154.398447,2134.18409335,100,5
1374.0,"19.3178079421,-99.1436434702",Muy Alto,Coyoacán,293278.455859,2947.20467667,100,5
1383.0,"19.4494485052,-99.0548619586",Alto,Gustavo A. Madero,286875.391403,2296.16066904,73 a 99,4
1391.0,"19.4658623362,-99.1465584094",Medio,Azcapotzalco,237492.115155,1960.65654357,50 a 72,3
1403.0,"19.3929386654,-99.0886818964",Muy Alto,Iztacalco,114343.060122,1388.0655192,100,5
1406.0,"19.3558120306,-99.1556609583",Bajo,Coyoacán,456380.456983,3332.45450393,26 a 49,2
1411.0,"19.4774588726,-99.214475378",Muy Alto,Azcapotzalco,177118.764865,2461.44012836,100,5
1446.0,"19.316975329,-99.1340846363",Muy Alto,Coyoacán,233832.107521,2474.55763814,100,5
1454.0,"19.3370285439,-99.1581877638",Muy Alto,Coyoacán,336662.449478,3451.46679242,100,5
1463.0,"19.4771537415,-99.1175422089",Muy Alto,Gustavo A. Madero,155413.418844,1718.92162217,100,5
1468.0,"19.5367889685,-99.1348290011",Muy Bajo,Gustavo A. Madero,222523.950116,2288.08674085,0 a 25,1
1520.0,"19.3342542045,-99.1390443255",Muy Alto,Coyoacán,128706.562109,1712.27042974,100,5
1530.0,"19.4666783497,-99.1554473872",Muy Alto,Azcapotzalco,544939.599185,3006.46994131,100,5
1540.0,"19.3489429361,-99.2704436617",Muy Bajo,Cuajimalpa de Morelos,2533057.0912,8923.59400208,0 a 25,1
1559.0,"19.341672764,-99.1617728001",Muy Alto,Coyoacán,648709.93212,4095.94557514,100,5
1583.0,"19.3366676401,-99.1407980529",Muy Alto,Coyoacán,77130.4667204,1130.4137242,100,5
1592.0,"19.2834376253,-99.24625448",Muy Bajo,La Magdalena Contreras,244999.858186,2924.23143834,0 a 25,1
1596.0,"19.3503727883,-99.0438672234",Muy Alto,Iztapalapa,159012.539297,1758.72450347,100,5
1607.0,"19.3113203078,-99.2496634082",Muy Bajo,La Magdalena Contreras,185663.773912,2332.65798727,0 a 25,1
1619.0,"19.3724089394,-99.2898987906",Muy Bajo,Cuajimalpa de Morelos,284074.916025,2859.77034094,0 a 25,1
1658.0,"19.3694091288,-99.0356909618",Muy Alto,Iztapalapa,14962.4768764,488.305619061,100,5
1682.0,"19.3752390776,-99.2852888232",Muy Bajo,Cuajimalpa de Morelos,191834.990179,2229.17687008,0 a 25,1
1687.0,"19.3744762078,-99.0112852935",Alto,Iztapalapa,396103.735443,2794.86290251,73 a 99,4
1701.0,"19.3257670498,-99.1065918401",Muy Alto,Coyoacán,124380.919998,1809.94305953,100,5
1716.0,"19.489789615,-99.1915793713",Muy Alto,Azcapotzalco,268889.134278,2233.11375016,100,5
1746.0,"19.3195049448,-99.2356859422",Muy Bajo,La Magdalena Contreras,453132.603478,3253.78745228,0 a 25,1
1767.0,"19.3095237617,-99.2684545123",Muy Bajo,La Magdalena Contreras,405971.5527,2970.84457822,0 a 25,1
1787.0,"19.4220340121,-99.1456878182",Muy Alto,Cuauhtémoc,361654.669458,2437.13776554,100,5
1798.0,"19.4491344335,-99.2129099325",Muy Bajo,Miguel Hidalgo,63466.7873366,1125.58626768,0 a 25,1
1802.0,"19.4788100929,-99.1555058898",Muy Alto,Azcapotzalco,174053.010407,2021.725547,100,5
1807.0,"19.4280661168,-99.0946751331",Muy Alto,Venustiano Carranza,201322.818634,1848.86025597,100,5
1814.0,"19.4441800398,-99.0832316741",Alto,Venustiano Carranza,305100.971801,2978.99280938,73 a 99,4
1829.0,"19.435980979,-99.0956056193",Muy Alto,Venustiano Carranza,132699.323249,1815.47188456,100,5
1845.0,"19.4731017388,-99.1666485173",Muy Alto,Azcapotzalco,81343.7701458,1637.22194846,100,5
1851.0,"19.4470036704,-99.1158125338",Muy Alto,Venustiano Carranza,158063.085101,2163.83525492,100,5
1890.0,"19.4125922714,-99.0905496591",Muy Alto,Venustiano Carranza,206306.652282,2568.17807699,100,5
1892.0,"19.4111160823,-99.1233107638",Muy Alto,Venustiano Carranza,163730.213535,1807.59770328,100,5
1894.0,"19.4197154722,-99.121844137",Muy Alto,Venustiano Carranza,89739.2791257,1509.4104491,100,5
1903.0,"19.4592891063,-99.1372146677",Muy Alto,Cuauhtémoc,179947.452542,1804.38886566,100,5
1919.0,"19.4181856007,-99.2169232903",Muy Bajo,Miguel Hidalgo,331930.991596,2986.6883248,0 a 25,1
1930.0,"19.4306263333,-99.1580504925",Muy Alto,Cuauhtémoc,293152.92701,4231.3155603,100,5
1949.0,"19.3740910442,-99.1653563357",Muy Alto,Benito Juárez,282463.711865,2345.91061736,100,5
1994.0,"19.3739912594,-99.1594793336",Muy Alto,Benito Juárez,292340.188809,2709.35297172,100,5
640.0,"19.372302861,-99.2241496627",Muy Bajo,Álvaro Obregón,383686.236839,4061.85599243,0 a 25,1
611.0,"19.3730674872,-99.0907568998",Muy Alto,Iztapalapa,2264933.07312,5880.71444874,100,5
553.0,"19.3601316766,-99.1885804764",Muy Bajo,Álvaro Obregón,455964.467212,4492.85718991,0 a 25,1
582.0,"19.3572751779,-99.2432977603",Muy Bajo,Álvaro Obregón,121000.395651,2246.78653618,0 a 25,1
531.0,"19.3050023813,-99.0389640522",Muy Alto,Tláhuac,124019.557952,1551.44067142,100,5
721.0,"19.3855454619,-99.0938521291",Muy Alto,Iztacalco,117736.719373,1535.07586432,100,5
749.0,"19.2906228986,-99.0731381292",Alto,Iztapalapa,98690.0311978,1379.43375322,73 a 99,4
747.0,"19.2876947833,-99.0715163014",Muy Alto,Iztapalapa,64626.5161846,1693.00715511,100,5
506.0,"19.378876653,-99.2119247578",Muy Bajo,Álvaro Obregón,90284.2355563,1692.45432384,0 a 25,1
516.0,"19.27434366,-99.0034735433",Muy Alto,Tláhuac,146666.865745,1719.61947855,100,5
923.0,"19.3393242536,-98.9873477223",Muy Bajo,Iztapalapa,156819.101603,1880.14292193,0 a 25,1
858.0,"19.374583687,-99.1327498215",Muy Alto,Iztapalapa,379580.673196,2517.283097,100,5
860.0,"19.3543835542,-99.1193384207",Muy Alto,Iztapalapa,342439.084811,2411.16400775,100,5
825.0,"19.359713645,-99.1126636533",Muy Alto,Iztapalapa,263600.343771,2128.49323174,100,5
778.0,"19.3900663289,-99.0401606673",Muy Alto,Iztapalapa,121032.784566,1593.71732093,100,5
707.0,"19.3302314856,-99.0395022885",Muy Alto,Iztapalapa,229925.076915,3417.87545054,100,5
681.0,"19.3407944155,-99.0246710265",Alto,Iztapalapa,317840.58015,2720.36528457,73 a 99,4
679.0,"19.3871970603,-99.0490309932",Muy Alto,Iztapalapa,73136.5161413,1080.8512077,100,5
657.0,"19.3734101931,-99.2119872387",Muy Bajo,Álvaro Obregón,147034.046712,2042.48355184,0 a 25,1
690.0,"19.3947148671,-99.0714760829",Muy Alto,Iztacalco,209065.887361,2055.37403819,100,5
695.0,"19.3706520002,-99.0055701962",Muy Alto,Iztapalapa,78145.6122464,1160.71094261,100,5
691.0,"19.363893888,-99.07675217",Muy Alto,Iztapalapa,260183.594858,2068.23628656,100,5
918.0,"19.3320815221,-99.0241754072",Muy Bajo,Iztapalapa,153628.389328,2056.75723081,0 a 25,1
904.0,"19.3088972375,-99.0732813308",Muy Alto,Iztapalapa,266659.034212,2273.82035904,100,5
910.0,"19.3464202715,-99.0706238475",Muy Alto,Iztapalapa,273427.364445,2494.58743012,100,5
1003.0,"19.2869893273,-99.1676257034",Muy Bajo,Tlalpan,388669.116644,3316.79618804,0 a 25,1
1024.0,"19.5417687551,-99.1508024577",Alto,Gustavo A. Madero,227074.575891,2157.52666765,73 a 99,4
1049.0,"19.2382156774,-99.1792911722",Muy Bajo,Tlalpan,1337170.39627,5901.67404678,0 a 25,1
1071.0,"19.2928649237,-99.2167631516",Muy Bajo,Tlalpan,379610.22332,3008.35482141,0 a 25,1
1076.0,"19.2988961939,-99.0787218045",Muy Alto,Iztapalapa,106642.699322,1790.37488859,100,5
1086.0,"19.2298375479,-99.1219804578",Muy Bajo,Xochimilco,512945.147947,4728.27437442,0 a 25,1
1098.0,"19.208669809,-99.1611463671",Muy Bajo,Tlalpan,361378.666619,3268.65575606,0 a 25,1
1104.0,"19.2973891254,-99.1479666819",Muy Alto,Tlalpan,367245.949285,2569.85005019,100,5
1111.0,"19.3451892219,-99.0553619151",Muy Alto,Iztapalapa,144945.433724,1676.93204501,100,5
1117.0,"19.2969909092,-99.1042985486",Muy Alto,Tlalpan,68605.8167601,1543.37936818,100,5
1119.0,"19.2987681273,-99.1626031025",Alto,Tlalpan,458617.66514,3168.45267429,73 a 99,4
1126.0,"19.229449598,-99.1952547112",Bajo,Tlalpan,410011.8044,4056.32600974,26 a 49,2
1135.0,"19.2795300333,-99.1996699445",Muy Bajo,Tlalpan,266625.525501,2547.92053513,0 a 25,1
1140.0,"19.2763355374,-99.1909519463",Muy Bajo,Tlalpan,435712.396682,3047.02316167,0 a 25,1
1198.0,"19.4745440987,-99.1294001769",Muy Alto,Gustavo A. Madero,236572.526031,2647.54748713,100,5
1206.0,"19.469417941,-99.1412641278",Muy Alto,Gustavo A. Madero,378425.462059,2768.12397319,100,5
1209.0,"19.3915188445,-99.0947405342",Muy Alto,Iztacalco,88281.7920204,1362.91332708,100,5
1228.0,"19.4646076164,-99.1257605004",Muy Alto,Gustavo A. Madero,374412.037343,3401.38701254,100,5
1256.0,"19.4980204918,-99.1492705255",Muy Alto,Gustavo A. Madero,88928.2358607,1441.36580303,100,5
1302.0,"19.3239650369,-99.1438820271",Muy Alto,Coyoacán,561840.921246,4900.70156387,100,5
1313.0,"19.4800850732,-99.2085541568",Muy Alto,Azcapotzalco,439499.730471,3318.79874141,100,5
1320.0,"19.3445460014,-99.1716572058",Muy Alto,Coyoacán,164746.408242,1990.39519612,100,5
996.0,"19.2974749667,-99.1872579063",Muy Bajo,Tlalpan,163726.787144,2103.18884028,0 a 25,1
992.0,"19.3266569276,-99.0529112794",Muy Alto,Iztapalapa,23373.5948851,640.585508441,100,5
33.0,"19.3746769444,-99.143093963",Muy Alto,Benito Juárez,355898.042513,2564.9726072,100,5
1296.0,"19.3106411925,-99.1524136062",Alto,Coyoacán,429282.056397,3604.44206668,73 a 99,4
1269.0,"19.449114424,-99.0872870827",Muy Alto,Gustavo A. Madero,305570.328797,2363.62728176,100,5
1323.0,"19.4540838018,-99.0978630178",Muy Alto,Gustavo A. Madero,224249.866962,2418.91532458,100,5
1210.0,"19.3907395886,-99.0914344678",Muy Alto,Iztacalco,116385.910624,1750.24799096,100,5
1175.0,"19.5026368504,-99.1126885263",Alto,Gustavo A. Madero,259821.335859,2957.9565299,73 a 99,4
1190.0,"19.388032914,-99.1239615537",Muy Alto,Iztacalco,134868.560632,1604.06117084,100,5
1147.0,"19.3244250475,-99.0372083699",Bajo,Iztapalapa,232446.585845,2148.49094863,26 a 49,2
1151.0,"19.2904706475,-99.0684516178",Muy Alto,Iztapalapa,102090.285288,1462.76604874,100,5
1183.0,"19.4912070811,-99.1860679801",Muy Alto,Azcapotzalco,168944.511166,2144.80380335,100,5
1225.0,"19.4724822349,-99.0860251221",Muy Alto,Gustavo A. Madero,139184.929324,1897.0440318,100,5
1259.0,"19.5486353148,-99.122883969",Muy Bajo,Gustavo A. Madero,134005.880944,2216.56996361,0 a 25,1
1244.0,"19.5224888839,-99.1546871999",Muy Alto,Gustavo A. Madero,264491.44496,2416.27309639,100,5
1249.0,"19.5469255663,-99.1482171007",Medio,Gustavo A. Madero,514203.891669,2876.783158,50 a 72,3
1478.0,"19.5658172735,-99.1433059667",Muy Bajo,Gustavo A. Madero,218502.254115,2363.91589947,0 a 25,1
1474.0,"19.4759818184,-99.2182393994",Medio,Azcapotzalco,195441.716194,1806.10070542,50 a 72,3
1480.0,"19.3567375411,-99.0619648881",Muy Alto,Iztapalapa,106573.853472,1765.68607241,100,5
1462.0,"19.526544451,-99.165879364",Alto,Gustavo A. Madero,376911.514813,2628.69395869,73 a 99,4
973.0,"19.3365162173,-99.0605800707",Muy Alto,Iztapalapa,153610.934572,2100.65939225,100,5
966.0,"19.3214383447,-99.0429147808",Muy Alto,Iztapalapa,188888.729902,2121.67859405,100,5
914.0,"19.3279771696,-99.026073661",Muy Bajo,Iztapalapa,178638.930895,2105.8179077,0 a 25,1
893.0,"19.3405068835,-99.0503516331",Muy Alto,Iztapalapa,239240.456433,2617.66601945,100,5
918.0,"19.3320815221,-99.0241754072",Muy Bajo,Iztapalapa,153628.389328,2056.75723081,0 a 25,1
913.0,"19.3326781082,-99.0746221315",Muy Alto,Iztapalapa,12892.3425219,552.546726926,100,5
1044.0,"19.2710392914,-99.2095873037",Muy Bajo,Tlalpan,815353.604697,3830.36058036,0 a 25,1
1050.0,"19.2973832793,-99.1025101349",Muy Alto,Tlalpan,162410.124244,1752.67657471,100,5
1412.0,"19.4808320196,-99.1185565862",Alto,Gustavo A. Madero,551910.42231,5911.60450334,73 a 99,4
1400.0,"19.3881970845,-99.1032775555",Muy Alto,Iztacalco,166967.346606,2007.04320741,100,5
1439.0,"19.4731650459,-99.061996515",Alto,Gustavo A. Madero,161117.15857,2263.24301557,73 a 99,4
1359.0,"19.4886470736,-99.1980789609",Muy Alto,Azcapotzalco,269287.031467,2186.75847871,100,5
1119.0,"19.2987681273,-99.1626031025",Alto,Tlalpan,458617.66514,3168.45267429,73 a 99,4
1142.0,"19.2836453273,-99.190082042",Bajo,Tlalpan,229191.709221,2424.57175492,26 a 49,2
215.0,"19.2293207067,-99.0995346037",Muy Bajo,Xochimilco,478159.915341,4058.31521369,0 a 25,1
194.0,"19.2816067863,-99.223524253",Muy Bajo,Tlalpan,296696.952605,2391.05387803,0 a 25,1
275.0,"19.3759551846,-99.2583147309",Muy Bajo,Álvaro Obregón,1419898.08389,9730.8615202,0 a 25,1
261.0,"19.3829552183,-99.2274379319",Muy Bajo,Álvaro Obregón,113534.77893,1491.36551511,0 a 25,1
260.0,"19.2823527403,-99.1715197632",Muy Bajo,Tlalpan,228352.505442,2292.95642435,0 a 25,1
259.0,"19.2810689003,-99.2343890666",Muy Bajo,Tlalpan,243875.341642,2356.49219893,0 a 25,1
339.0,"19.3668261671,-99.2550861825",Muy Bajo,Álvaro Obregón,741384.578132,5442.7473634,0 a 25,1
299.0,"19.2723030555,-99.0054229198",Muy Alto,Tláhuac,282088.938342,2696.14314465,100,5
403.0,"19.2703936016,-99.1659508925",Muy Bajo,Tlalpan,500250.11569,3666.57783833,0 a 25,1
422.0,"19.3378653565,-99.1963520757",Muy Bajo,Álvaro Obregón,541834.343477,3812.80905707,0 a 25,1
425.0,"19.2954956513,-99.1163100786",Muy Alto,Tlalpan,74594.4292317,1271.09877707,100,5
370.0,"19.1370042594,-99.1760935344",Muy Bajo,Tlalpan,658494.769101,5510.95074032,0 a 25,1
367.0,"19.3813492772,-99.2359508201",Muy Bajo,Álvaro Obregón,250065.55859,2617.33657873,0 a 25,1
348.0,"19.3713361592,-99.1963810003",Muy Bajo,Álvaro Obregón,78091.0505214,1513.37378827,0 a 25,1
340.0,"19.2884981081,-99.0429799862",Muy Alto,Tláhuac,326913.41424,2339.68368918,100,5
366.0,"19.3280517438,-99.0808115511",Muy Alto,Iztapalapa,77247.483522,1159.63888312,100,5
171.0,"19.3809291203,-99.2457600646",Muy Bajo,Álvaro Obregón,239524.674138,2435.14987838,0 a 25,1
122.0,"19.3915095885,-99.2078496208",Muy Bajo,Álvaro Obregón,109992.706236,1534.9089982,0 a 25,1
90.0,"19.391098048,-99.1550370736",Muy Alto,Benito Juárez,398653.607375,2609.193045,100,5
101.0,"19.3980046949,-99.167695161",Muy Alto,Benito Juárez,237018.477974,2197.38246564,100,5
91.0,"19.3978146146,-99.1577047386",Muy Alto,Benito Juárez,258878.125255,2580.30588922,100,5
59.0,"19.2692780609,-99.1136596976",Muy Alto,Xochimilco,265392.406126,2293.43345985,100,5
